round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.959271,0.000507,0.902286,0.001188,0.000203,0.000096,0.137469,0.001771
2,0.961501,0.000657,0.908528,0.001590,0.000827,0.000092,0.131840,0.000542
3,0.962251,0.000615,0.912044,0.001327,0.002044,0.000354,0.130167,0.000697
4,0.962169,0.000478,0.912352,0.001861,0.002402,0.000575,0.129603,0.000625
5,0.962510,0.000427,0.913105,0.001646,0.002355,0.000480,0.129599,0.001209
6,0.962476,0.000477,0.914098,0.001450,0.003120,0.000301,0.129942,0.001288
7,0.962358,0.000338,0.912929,0.002604,0.002491,0.001286,0.128758,0.000216
8,0.962525,0.000540,0.913338,0.002367,0.002496,0.001159,0.129410,0.000789
9,0.962370,0.000848,0.911906,0.003169,0.001742,0.000804,0.129715,0.000829
10,0.962546,0.000529,0.913434,0.002021,0.002527,0.000537,0.130178,0.000950
11,0.962273,0.000456,0.912154,0.002169,0.002085,0.000779,0.129621,0.000692
12,0.962616,0.000682,0.914332,0.001203,0.003047,0.000636,0.128983,0.000588
13,0.962649,0.000457,0.913543,0.001043,0.002428,0.000376,0.129167,0.001314
14,0.962525,0.000659,0.914076,0.000298,0.003021,0.001291,0.129620,0.000897
15,0.962573,0.000574,0.913046,0.001437,0.002205,0.000787,0.129024,0.000626
16,0.962528,0.000549,0.913346,0.000910,0.002496,0.000728,0.129135,0.000559
17,0.962412,0.000943,0.911313,0.002917,0.001248,0.000520,0.129615,0.000877
18,0.962655,0.000694,0.912798,0.002075,0.001888,0.000376,0.130957,0.002442
19,0.962765,0.000552,0.913784,0.000598,0.002402,0.000552,0.130950,0.002533
20,0.962570,0.000510,0.913580,0.000487,0.002589,0.001216,0.129544,0.000590
