round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.821497,0.051938,0.589894,0.194363,0.024336,0.033633,0.153700,0.084871
2,0.740234,0.231003,0.915998,0.066073,0.386896,0.436940,0.124995,0.070261
3,0.759357,0.243061,0.921497,0.055583,0.357582,0.454260,0.117693,0.066394
4,0.762708,0.245399,0.917556,0.058515,0.348930,0.460395,0.113893,0.064487
5,0.783521,0.221321,0.914581,0.053199,0.316558,0.420248,0.111269,0.063681
6,0.871083,0.092586,0.879168,0.045017,0.110359,0.150928,0.109269,0.063131
7,0.913963,0.036144,0.881307,0.036434,0.047727,0.061011,0.107819,0.062862
8,0.871326,0.094457,0.884393,0.044985,0.113383,0.153979,0.106236,0.062365
9,0.783937,0.219362,0.904066,0.064307,0.308288,0.426959,0.105170,0.062090
10,0.925263,0.023138,0.886649,0.037177,0.034603,0.041506,0.104097,0.061653
11,0.787222,0.216375,0.900624,0.065166,0.302166,0.423007,0.103163,0.061269
12,0.779474,0.225868,0.898768,0.068127,0.312349,0.438400,0.102668,0.061135
13,0.847323,0.134534,0.891728,0.044669,0.156187,0.214804,0.101872,0.060859
14,0.866614,0.106258,0.888113,0.044671,0.126465,0.174608,0.101067,0.060452
15,0.873164,0.093746,0.884648,0.048087,0.114813,0.158438,0.100730,0.060332
16,0.899358,0.060208,0.887162,0.044047,0.077472,0.104376,0.100074,0.059943
17,0.883130,0.075310,0.880409,0.050416,0.095999,0.132316,0.099630,0.059685
18,0.822151,0.174196,0.911009,0.057645,0.258800,0.356322,0.099224,0.059499
19,0.926885,0.021716,0.890509,0.038389,0.034846,0.041631,0.098532,0.059123
20,0.871797,0.055714,0.904107,0.034574,0.134787,0.099028,0.098233,0.058923
