round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.763974,0.246593,0.919821,0.058421,0.257731,0.363885,0.042222,0.015727
2,0.939574,0.010867,0.892248,0.017787,0.000169,0.000113,0.035621,0.021669
3,0.948002,0.008193,0.917121,0.010461,0.004338,0.005844,0.051244,0.017999
4,0.942910,0.001858,0.898385,0.016618,0.000058,0.000021,0.024088,0.006125
5,0.948597,0.007174,0.907106,0.012940,0.000320,0.000218,0.038839,0.006563
6,0.869872,0.105308,0.936352,0.037965,0.132629,0.179018,0.042638,0.025071
7,0.948202,0.001168,0.906073,0.012074,0.000046,0.000005,0.041500,0.006280
8,0.603704,0.139821,0.997373,0.003117,0.544159,0.170879,0.039279,0.016804
9,0.855468,0.137541,0.941047,0.040990,0.158836,0.224418,0.045718,0.015755
10,0.881015,0.104612,0.940293,0.038281,0.114756,0.160826,0.048753,0.010052
11,0.955698,0.002397,0.920399,0.013446,0.000278,0.000267,0.035841,0.021179
12,0.886546,0.088242,0.932303,0.040950,0.107748,0.152344,0.052240,0.013212
13,0.951754,0.007204,0.916037,0.006011,0.000964,0.001260,0.030142,0.021655
14,0.957001,0.002245,0.922786,0.010067,0.000583,0.000277,0.044001,0.018837
15,0.952152,0.007638,0.915170,0.012008,0.000194,0.000209,0.044206,0.021196
16,0.777517,0.141994,0.972618,0.027907,0.283983,0.209871,0.043818,0.017893
17,0.949928,0.002881,0.919738,0.004500,0.007023,0.009729,0.023189,0.010012
18,0.775856,0.254073,0.944858,0.040053,0.284846,0.402671,0.050967,0.012153
19,0.851677,0.136402,0.950305,0.035163,0.181194,0.245132,0.013714,0.003536
20,0.955133,0.002215,0.919082,0.014967,0.000608,0.000735,0.033165,0.012872
