round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.857340,0.117928,0.921650,0.047713,0.170587,0.228192,0.065423,0.059276
2,0.782949,0.121519,0.955556,0.050165,0.292465,0.209640,0.083230,0.033545
3,0.748465,0.146234,0.965743,0.045846,0.354115,0.252835,0.027118,0.010875
4,0.692726,0.209063,0.972445,0.034374,0.451253,0.316210,0.056911,0.046746
5,0.697423,0.193866,0.966437,0.046679,0.433825,0.333886,0.030143,0.013678
6,0.631101,0.067574,0.988524,0.015810,0.551722,0.076875,0.021905,0.016528
7,0.785589,0.132014,0.963504,0.035055,0.315326,0.242108,0.033988,0.020667
8,0.956453,0.001312,0.909831,0.007081,0.002561,0.003476,0.061508,0.037521
9,0.804077,0.215402,0.933608,0.046477,0.232988,0.329423,0.049396,0.027319
10,0.954718,0.002096,0.916044,0.011820,0.009225,0.011022,0.066458,0.038894
11,0.957185,0.001769,0.911184,0.011155,0.000885,0.001054,0.055915,0.029192
12,0.626905,0.233717,0.966199,0.047249,0.549028,0.388709,0.027709,0.018500
13,0.762407,0.194863,0.953934,0.046039,0.303952,0.301537,0.076467,0.059941
14,0.954636,0.002352,0.920867,0.004990,0.009005,0.008261,0.075181,0.062442
15,0.955940,0.000246,0.916175,0.004724,0.004479,0.004376,0.021998,0.010286
16,0.954062,0.000921,0.907381,0.006794,0.000077,0.000068,0.034121,0.016500
17,0.955005,0.000807,0.917431,0.015497,0.004833,0.004637,0.037877,0.007984
18,0.808696,0.146332,0.949609,0.048998,0.237102,0.237082,0.070808,0.043051
19,0.798119,0.146054,0.961658,0.037894,0.269969,0.217586,0.067887,0.043694
20,0.602066,0.186354,0.990228,0.009772,0.574749,0.259144,0.030948,0.030519
