round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.871554,0.115586,0.934557,0.036265,0.124403,0.175220,0.067390,0.009668
2,0.736623,0.149855,0.960055,0.051004,0.335621,0.240570,0.050169,0.010689
3,0.789920,0.229208,0.950147,0.035873,0.278027,0.390837,0.039319,0.039100
4,0.879309,0.078895,0.938309,0.038918,0.116613,0.138735,0.042027,0.022541
5,0.667658,0.219274,0.964405,0.050339,0.427838,0.320624,0.025055,0.015389
6,0.839168,0.141829,0.925989,0.056174,0.169606,0.239740,0.015062,0.005513
7,0.674162,0.213337,0.960698,0.055499,0.417208,0.315447,0.050624,0.025119
8,0.804518,0.213876,0.943263,0.042206,0.217455,0.307017,0.041889,0.016561
9,0.946316,0.007762,0.904492,0.018518,0.000216,0.000280,0.036938,0.019454
10,0.691696,0.211174,0.979838,0.022724,0.403339,0.296157,0.047857,0.033992
11,0.948913,0.004865,0.906688,0.009185,0.000038,0.000006,0.030881,0.003366
12,0.870477,0.111545,0.937204,0.042272,0.133999,0.189341,0.035616,0.012868
13,0.954610,0.002343,0.920482,0.013033,0.002376,0.003235,0.041745,0.013702
14,0.704808,0.174133,0.971734,0.039316,0.394266,0.279275,0.039390,0.018006
15,0.705252,0.220601,0.967567,0.036991,0.375938,0.315619,0.015919,0.002676
16,0.930244,0.032457,0.924475,0.021567,0.043167,0.060941,0.028945,0.023081
17,0.795363,0.115371,0.973910,0.030410,0.261665,0.184837,0.055256,0.006599
18,0.851247,0.140188,0.935875,0.045100,0.149454,0.211271,0.031726,0.023161
19,0.950530,0.003178,0.918735,0.016148,0.005726,0.007995,0.042023,0.038991
20,0.946896,0.001767,0.913590,0.022748,0.006010,0.008478,0.035452,0.017362
