round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.839169,0.011102,0.671123,0.042682,0.009460,0.004578,0.114191,0.030025
2,0.865054,0.023965,0.785094,0.065742,0.032545,0.027886,0.100485,0.022802
3,0.887649,0.026882,0.859954,0.025262,0.049705,0.051363,0.088524,0.018580
4,0.906944,0.010311,0.870011,0.016150,0.031040,0.014757,0.081505,0.017678
5,0.914266,0.006860,0.875235,0.013833,0.021665,0.008120,0.077582,0.016564
6,0.915937,0.004130,0.892022,0.018751,0.035379,0.015575,0.075042,0.015617
7,0.914348,0.004401,0.893114,0.020836,0.038888,0.020511,0.072981,0.015059
8,0.913157,0.000522,0.894660,0.019721,0.041017,0.017173,0.071552,0.014669
9,0.908336,0.017033,0.893678,0.023700,0.051536,0.044887,0.070033,0.014113
10,0.883860,0.050883,0.896329,0.027475,0.086057,0.093924,0.068833,0.013912
11,0.864963,0.078302,0.897361,0.029656,0.113658,0.139237,0.067666,0.013566
12,0.921205,0.003474,0.895238,0.020282,0.025046,0.012462,0.066554,0.013486
13,0.790643,0.182802,0.911876,0.054119,0.232068,0.314844,0.065683,0.013119
14,0.887014,0.047884,0.896134,0.029589,0.077287,0.095948,0.064725,0.012950
15,0.791864,0.182873,0.915200,0.052482,0.232354,0.314146,0.063916,0.012827
16,0.902047,0.027099,0.898429,0.027446,0.058083,0.066330,0.063289,0.012713
17,0.789692,0.185657,0.912194,0.055016,0.233669,0.318963,0.062662,0.012686
18,0.778195,0.207969,0.922312,0.052289,0.261109,0.348538,0.062050,0.012784
19,0.863614,0.084768,0.903630,0.027785,0.124900,0.155583,0.061397,0.012928
20,0.849881,0.109217,0.911473,0.029056,0.150687,0.189723,0.060752,0.012779
