round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.949851,0.003873,0.894419,0.009834,0.000058,0.000033,0.058680,0.027466
2,0.953922,0.001604,0.904699,0.009810,0.000554,0.000650,0.055287,0.026275
3,0.955207,0.001765,0.906375,0.008265,0.000546,0.000599,0.054317,0.026010
4,0.955566,0.001851,0.908932,0.010905,0.001756,0.002254,0.053795,0.025956
5,0.955976,0.002276,0.910712,0.010943,0.002041,0.002120,0.053556,0.025883
6,0.955147,0.002335,0.908862,0.010765,0.002177,0.002906,0.053658,0.025685
7,0.955384,0.002802,0.909510,0.010350,0.001654,0.002057,0.053689,0.025952
8,0.956316,0.002064,0.909314,0.010456,0.000466,0.000274,0.053634,0.026131
9,0.955215,0.000734,0.911290,0.011228,0.000347,0.000321,0.046108,0.028969
10,0.955292,0.000492,0.912682,0.012534,0.001623,0.001593,0.046402,0.029366
11,0.954841,0.000506,0.910286,0.010525,0.000278,0.000248,0.046080,0.029505
12,0.955461,0.001217,0.913288,0.013735,0.001132,0.001112,0.046310,0.028884
13,0.954937,0.000902,0.913466,0.014203,0.001720,0.001684,0.046050,0.029527
14,0.955502,0.001440,0.913595,0.014290,0.000990,0.000970,0.045916,0.029079
15,0.955766,0.001677,0.912557,0.013115,0.000353,0.000333,0.045813,0.029255
16,0.955643,0.001408,0.912036,0.012480,0.000382,0.000361,0.046648,0.029523
17,0.956095,0.001221,0.912873,0.012766,0.000330,0.000300,0.046376,0.029476
18,0.955789,0.001609,0.912992,0.013687,0.000401,0.000381,0.045967,0.028734
19,0.955611,0.001777,0.913167,0.014267,0.000509,0.000452,0.047224,0.030219
20,0.955657,0.001139,0.913548,0.013774,0.000876,0.000813,0.046509,0.029190
