round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.816387,0.064241,0.587895,0.116410,0.006899,0.005148,0.088941,0.012664
2,0.748551,0.194820,0.869637,0.085214,0.272684,0.342066,0.075913,0.012660
3,0.762588,0.120844,0.736545,0.249574,0.214178,0.264961,0.066266,0.012964
4,0.856500,0.033630,0.700718,0.241315,0.040806,0.033888,0.060186,0.013163
5,0.810434,0.109326,0.797903,0.164616,0.145792,0.188553,0.056526,0.013344
6,0.791287,0.178431,0.907076,0.060895,0.237350,0.299992,0.054096,0.013914
7,0.736430,0.105118,0.955248,0.021451,0.298444,0.150142,0.052084,0.014012
8,0.778387,0.125871,0.936996,0.021271,0.242034,0.177615,0.050624,0.013900
9,0.702214,0.103045,0.962056,0.016269,0.377053,0.182074,0.049491,0.013645
10,0.742271,0.216017,0.938654,0.042622,0.316926,0.344687,0.048470,0.013488
11,0.706057,0.173800,0.943679,0.049593,0.380677,0.286414,0.047478,0.013205
12,0.827871,0.108492,0.911466,0.048625,0.171666,0.186070,0.046813,0.013120
13,0.833832,0.115751,0.918061,0.040741,0.168541,0.195994,0.046120,0.013046
14,0.843509,0.123669,0.915360,0.043414,0.154312,0.207614,0.045368,0.012793
15,0.784876,0.188241,0.917600,0.043358,0.244073,0.311806,0.045151,0.013018
16,0.917194,0.017633,0.888570,0.017048,0.023323,0.012830,0.044645,0.013094
17,0.840100,0.117355,0.922876,0.032863,0.162304,0.192762,0.044618,0.013470
18,0.859183,0.101611,0.923039,0.025695,0.130579,0.157701,0.043505,0.012759
19,0.795373,0.162431,0.933103,0.031811,0.239469,0.267633,0.043017,0.012712
20,0.826379,0.101144,0.929922,0.024384,0.179531,0.156382,0.042443,0.012575
