round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.956270,0.000715,0.894954,0.001771,0.000120,0.000041,0.148982,0.001676
2,0.958944,0.000421,0.901666,0.001075,0.000317,0.000048,0.138650,0.001390
3,0.959725,0.000428,0.903722,0.001229,0.000441,0.000140,0.135054,0.001808
4,0.960129,0.000438,0.904737,0.001241,0.000473,0.000145,0.132717,0.001652
5,0.960664,0.000759,0.907077,0.002970,0.001222,0.000928,0.132282,0.001533
6,0.961201,0.000492,0.908458,0.001719,0.001284,0.000386,0.131494,0.001676
7,0.961305,0.000390,0.909117,0.002036,0.001576,0.000960,0.130718,0.001169
8,0.961381,0.000373,0.909460,0.001898,0.001690,0.000875,0.130661,0.000997
9,0.961575,0.000286,0.910095,0.000883,0.001809,0.000180,0.130494,0.001725
10,0.961545,0.000196,0.909920,0.000853,0.001736,0.000672,0.130644,0.001555
11,0.961669,0.000357,0.911076,0.001300,0.002345,0.000821,0.131059,0.001091
12,0.961624,0.000284,0.910702,0.001383,0.002158,0.001057,0.129634,0.001133
13,0.961153,0.000036,0.911402,0.001907,0.003462,0.001420,0.131481,0.001054
14,0.961098,0.000118,0.911807,0.002268,0.003845,0.001818,0.132113,0.001428
15,0.961321,0.000068,0.911028,0.002280,0.002909,0.001506,0.130587,0.000339
16,0.961476,0.000068,0.911939,0.001786,0.003291,0.001389,0.131149,0.000212
17,0.961403,0.000096,0.911270,0.001556,0.002940,0.001272,0.131623,0.002063
18,0.961536,0.000073,0.911589,0.001413,0.002940,0.001132,0.131085,0.000157
19,0.961508,0.000173,0.911961,0.001370,0.003252,0.001272,0.132037,0.000564
20,0.961773,0.000082,0.912027,0.000778,0.002847,0.000695,0.130904,0.000907
