round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.924744,0.030301,0.873471,0.040236,0.000155,0.000063,0.031975,0.008465
2,0.941518,0.010342,0.898534,0.020705,0.000964,0.001167,0.029075,0.010007
3,0.943402,0.007395,0.903115,0.018049,0.002384,0.002319,0.028401,0.009238
4,0.942636,0.011112,0.901089,0.021515,0.001229,0.001663,0.028459,0.009543
5,0.948609,0.004597,0.908194,0.011311,0.000752,0.000508,0.028517,0.009446
6,0.948238,0.005035,0.908006,0.012756,0.000461,0.000591,0.028049,0.008956
7,0.945692,0.006772,0.905677,0.015622,0.001433,0.001933,0.028831,0.009301
8,0.947740,0.004990,0.908147,0.013422,0.001300,0.001724,0.029030,0.009079
9,0.948858,0.005869,0.908455,0.013500,0.000354,0.000330,0.028394,0.008861
10,0.948089,0.005994,0.909434,0.015845,0.001678,0.002208,0.028504,0.009206
11,0.949514,0.005258,0.909788,0.012521,0.000320,0.000355,0.028539,0.009077
12,0.947731,0.004413,0.909812,0.015586,0.002647,0.003636,0.028624,0.008772
13,0.946297,0.008313,0.906321,0.017121,0.001044,0.001378,0.028635,0.008843
14,0.948481,0.005395,0.909890,0.014826,0.002012,0.002541,0.029405,0.009187
15,0.949520,0.005807,0.909712,0.013230,0.000165,0.000194,0.029131,0.008961
16,0.952650,0.003443,0.914221,0.010772,0.000345,0.000390,0.029406,0.008580
17,0.950578,0.005284,0.911213,0.013076,0.000238,0.000297,0.030201,0.009286
18,0.948703,0.006656,0.908739,0.015678,0.000750,0.000976,0.030132,0.008519
19,0.949675,0.006103,0.910042,0.013641,0.000575,0.000600,0.031025,0.008768
20,0.947989,0.006979,0.908224,0.015368,0.000883,0.001095,0.031317,0.008299
