round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.925263,0.044841,0.838960,0.039615,0.001243,0.001608,0.032851,0.028759
2,0.922835,0.049519,0.836962,0.038760,0.001075,0.001411,0.030896,0.027060
3,0.922115,0.051732,0.837281,0.037530,0.001289,0.001615,0.032100,0.025285
4,0.932312,0.039474,0.847430,0.044055,0.000854,0.000869,0.037922,0.021185
5,0.927697,0.044584,0.843807,0.045165,0.002140,0.002894,0.031994,0.025080
6,0.939577,0.026242,0.858473,0.052439,0.004187,0.005411,0.033329,0.023726
7,0.946042,0.018879,0.861905,0.058234,0.001847,0.002507,0.030500,0.026033
8,0.948272,0.016218,0.865758,0.059005,0.002591,0.003578,0.029953,0.026629
9,0.948327,0.014199,0.867552,0.060033,0.004278,0.005779,0.029779,0.027041
10,0.951022,0.012496,0.867988,0.062142,0.002263,0.003036,0.029486,0.026846
11,0.950970,0.011052,0.869162,0.063156,0.003685,0.004908,0.029745,0.026765
12,0.950041,0.011997,0.872386,0.068224,0.008329,0.005959,0.029731,0.026993
13,0.953665,0.008932,0.873138,0.065100,0.004275,0.002817,0.029730,0.026869
14,0.948066,0.016211,0.874879,0.068159,0.012108,0.011167,0.029414,0.027185
15,0.950521,0.014064,0.873185,0.067267,0.008026,0.007877,0.029698,0.027037
