round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.946216,0.017626,0.880722,0.019013,0.003756,0.001055
2,0.970325,0.017401,0.872198,0.057499,0.001806,0.001491
3,0.965409,0.020728,0.927998,0.015763,0.001865,0.000150
4,0.983414,0.011901,0.946113,0.015513,0.001559,0.000770
5,0.982167,0.004824,0.919656,0.025676,0.002589,0.001199
6,0.980869,0.009467,0.951429,0.025710,0.001479,0.001506
7,0.987301,0.003413,0.925338,0.012949,0.001390,0.000874
8,0.984645,0.006668,0.927114,0.020996,0.000604,0.000346
9,0.986022,0.012345,0.944376,0.015577,0.001768,0.002194
10,0.984939,0.004940,0.930551,0.028438,0.000676,0.000398
11,0.969255,0.014415,0.923943,0.012194,0.001850,0.000279
12,0.977641,0.016610,0.912440,0.028239,0.000969,0.000439
13,0.970095,0.015258,0.939189,0.015848,0.000956,0.000670
14,0.980204,0.011718,0.937900,0.008400,0.003968,0.004579
15,0.964087,0.019962,0.940397,0.029965,0.001055,0.001000
16,0.983055,0.013461,0.948490,0.015904,0.002193,0.002463
17,0.985658,0.010159,0.961442,0.005901,0.000760,0.000465
18,0.983646,0.013875,0.973045,0.009845,0.002251,0.002419
19,0.961102,0.015774,0.937573,0.026687,0.001722,0.001496
20,0.984083,0.002768,0.938033,0.018854,0.000981,0.000167
