round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.952871,0.004207,0.901828,0.016408,0.000052,0.000006,0.064742,0.052200
2,0.950150,0.008760,0.909156,0.002866,0.004491,0.004243,0.061319,0.050012
3,0.954416,0.003309,0.917361,0.008717,0.006076,0.005670,0.060971,0.049202
4,0.953327,0.005200,0.916884,0.009090,0.005674,0.004679,0.060919,0.048610
5,0.950674,0.008199,0.916262,0.007716,0.008240,0.001961,0.060360,0.048605
6,0.957469,0.001294,0.923299,0.014966,0.006401,0.003626,0.060960,0.048509
7,0.956480,0.003569,0.920560,0.013013,0.004969,0.003013,0.060161,0.048794
8,0.955500,0.004293,0.919833,0.011451,0.004600,0.004112,0.060259,0.048307
9,0.958157,0.002147,0.922113,0.013953,0.004586,0.003286,0.060707,0.048111
10,0.957697,0.001659,0.922808,0.013167,0.005316,0.004975,0.060262,0.048552
11,0.954457,0.005729,0.917512,0.009307,0.004196,0.004021,0.059844,0.047949
12,0.956818,0.002502,0.921680,0.012492,0.005124,0.004856,0.060532,0.047436
13,0.957447,0.002393,0.921409,0.012585,0.004637,0.004453,0.060869,0.048441
14,0.958413,0.002110,0.922161,0.013932,0.003961,0.003767,0.060758,0.048274
15,0.958522,0.002101,0.922439,0.014773,0.003789,0.003429,0.061615,0.048772
16,0.957287,0.003063,0.919438,0.012798,0.003578,0.003486,0.061348,0.048817
17,0.957123,0.003400,0.920962,0.012564,0.004007,0.003795,0.061671,0.047181
18,0.957474,0.003395,0.920071,0.012953,0.003496,0.003312,0.061993,0.047836
19,0.958595,0.001855,0.924173,0.014916,0.004379,0.004130,0.061500,0.047243
20,0.958563,0.002178,0.922868,0.015022,0.003740,0.003500,0.061151,0.048529
