round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.823710,0.043361,0.734565,0.136492,0.110373,0.131991,0.135978,0.050074
2,0.900437,0.018169,0.850196,0.014762,0.046222,0.038252,0.114684,0.042693
3,0.858835,0.089528,0.882167,0.031381,0.145107,0.166258,0.102897,0.039367
4,0.857373,0.101850,0.870763,0.032078,0.138808,0.188960,0.096925,0.037282
5,0.786491,0.205309,0.900422,0.060422,0.275780,0.374105,0.092914,0.035679
6,0.900191,0.046413,0.865959,0.028630,0.069966,0.091811,0.089517,0.033718
7,0.842854,0.124369,0.868819,0.050926,0.176208,0.246029,0.086784,0.032443
8,0.772968,0.217640,0.884306,0.093069,0.295853,0.410745,0.084710,0.031311
9,0.768423,0.234499,0.900362,0.071143,0.308357,0.432331,0.083065,0.030737
10,0.763055,0.241459,0.899194,0.075955,0.316990,0.443944,0.081773,0.030535
11,0.781214,0.221979,0.912036,0.062141,0.296205,0.408925,0.080578,0.030327
12,0.774843,0.233016,0.915252,0.059358,0.306171,0.425563,0.079293,0.030275
13,0.873956,0.093504,0.897673,0.022867,0.131042,0.176386,0.078092,0.030529
14,0.925937,0.022789,0.891358,0.011118,0.036651,0.043612,0.077140,0.030733
15,0.889670,0.071460,0.891480,0.031884,0.105973,0.143674,0.076074,0.030732
16,0.892507,0.064316,0.883654,0.036371,0.097668,0.134902,0.075627,0.030382
17,0.919390,0.035056,0.895164,0.016645,0.050890,0.066000,0.074966,0.030491
18,0.803952,0.182300,0.893518,0.084386,0.242670,0.338836,0.074408,0.030522
19,0.891198,0.068294,0.887933,0.032789,0.095175,0.132044,0.073848,0.030426
20,0.889436,0.072261,0.890535,0.034396,0.106389,0.146547,0.073408,0.030563
