round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.792274,0.201618,0.914633,0.061656,0.216949,0.306508,0.047967,0.027334
2,0.935877,0.019441,0.919436,0.010223,0.024248,0.033935,0.048806,0.012825
3,0.950025,0.005568,0.908610,0.020141,0.000276,0.000351,0.054679,0.052864
4,0.953583,0.001093,0.915927,0.010404,0.000120,0.000085,0.035218,0.016172
5,0.950785,0.006104,0.912562,0.022226,0.000226,0.000252,0.044034,0.017994
6,0.797521,0.216991,0.936858,0.043624,0.226358,0.318649,0.026902,0.015944
7,0.863972,0.103268,0.954412,0.030846,0.153853,0.178496,0.049079,0.013657
8,0.954798,0.003848,0.919302,0.011337,0.000318,0.000256,0.045104,0.016528
9,0.873691,0.110358,0.938787,0.040086,0.130385,0.184018,0.040747,0.017688
10,0.708603,0.222051,0.969251,0.034585,0.375365,0.315624,0.041114,0.016637
11,0.955315,0.003364,0.930933,0.007541,0.007455,0.006212,0.085090,0.027461
12,0.828878,0.170628,0.937359,0.045695,0.193159,0.273139,0.027127,0.004500
13,0.952763,0.005051,0.926464,0.015089,0.008691,0.011562,0.053177,0.036685
14,0.945632,0.004391,0.902217,0.006944,0.000103,0.000123,0.020637,0.010697
15,0.896557,0.074159,0.930586,0.033703,0.088589,0.125200,0.068338,0.051826
16,0.882531,0.100981,0.936387,0.037731,0.109325,0.154421,0.034624,0.017994
17,0.952453,0.005527,0.917720,0.013166,0.003423,0.004033,0.068165,0.035077
18,0.825827,0.168611,0.929778,0.050459,0.179663,0.254053,0.031109,0.013342
19,0.815191,0.194739,0.941034,0.043025,0.215082,0.303997,0.032602,0.014902
20,0.773673,0.130978,0.967008,0.043634,0.287045,0.206188,0.049508,0.007036
