round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.956516,0.000926,0.895583,0.002306,0.000146,0.000059,0.147470,0.001294
2,0.959032,0.000199,0.901878,0.000679,0.000317,0.000145,0.138404,0.001718
3,0.959701,0.000211,0.903538,0.000530,0.000353,0.000019,0.134730,0.001403
4,0.960050,0.000341,0.904460,0.000916,0.000410,0.000070,0.133107,0.001872
5,0.960788,0.000238,0.907033,0.000925,0.000978,0.000358,0.132097,0.001739
6,0.961156,0.000132,0.908517,0.000944,0.001404,0.000534,0.131632,0.001415
7,0.961332,0.000102,0.909774,0.001178,0.001996,0.000701,0.130828,0.001111
8,0.961578,0.000190,0.910725,0.001024,0.002251,0.000579,0.130918,0.001807
9,0.961490,0.000123,0.909474,0.000337,0.001513,0.000072,0.130726,0.000802
10,0.961548,0.000223,0.909869,0.000598,0.001695,0.000264,0.130536,0.001195
11,0.961757,0.000359,0.911587,0.000611,0.002558,0.000479,0.130160,0.001199
12,0.961806,0.000235,0.911880,0.000224,0.002683,0.000515,0.130442,0.000522
13,0.961520,0.000396,0.912296,0.001011,0.003468,0.001123,0.130285,0.001222
14,0.961548,0.000379,0.912910,0.001166,0.003858,0.001246,0.130511,0.001019
15,0.961736,0.000297,0.911923,0.001687,0.002833,0.001246,0.129993,0.000930
16,0.961706,0.000131,0.912508,0.000965,0.003302,0.000714,0.131013,0.000849
17,0.961715,0.000353,0.912296,0.000767,0.003135,0.001084,0.132193,0.001039
18,0.961849,0.000332,0.912385,0.001270,0.002970,0.001020,0.131551,0.002499
19,0.961481,0.000100,0.912871,0.000547,0.003947,0.000562,0.133009,0.000095
20,0.961618,0.000100,0.912368,0.000568,0.003354,0.000578,0.131785,0.000257
