round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.741423,0.230382,0.890016,0.080884,0.241730,0.286080,0.163174,0.034050
2,0.592901,0.250660,0.963117,0.052160,0.487906,0.341303,0.135171,0.024587
3,0.591929,0.247315,0.966806,0.046873,0.491563,0.333154,0.126253,0.027431
4,0.638547,0.223295,0.964778,0.045953,0.425875,0.283664,0.120363,0.030396
5,0.616002,0.214161,0.972118,0.036345,0.462994,0.269794,0.115828,0.032878
6,0.717511,0.216258,0.947561,0.037080,0.309843,0.241119,0.112627,0.034399
7,0.698576,0.200215,0.950900,0.034692,0.339292,0.221198,0.110877,0.034191
8,0.739648,0.182565,0.946910,0.036555,0.285423,0.206676,0.108583,0.035353
9,0.752139,0.236832,0.939252,0.043502,0.256916,0.273158,0.106678,0.036218
10,0.748320,0.235120,0.940704,0.042216,0.263236,0.269674,0.105025,0.037177
11,0.751419,0.237227,0.939297,0.043354,0.257793,0.273499,0.104127,0.037209
12,0.735349,0.228098,0.942470,0.040680,0.281767,0.259868,0.103369,0.037119
13,0.747761,0.233129,0.942336,0.040779,0.264778,0.266992,0.103054,0.036484
14,0.761989,0.244795,0.931837,0.049896,0.237619,0.288099,0.101631,0.037621
15,0.761673,0.244482,0.936522,0.045226,0.241453,0.284959,0.100529,0.038204
16,0.762260,0.244943,0.934928,0.047129,0.239532,0.286561,0.099986,0.038139
17,0.780599,0.223145,0.933992,0.047401,0.217861,0.263274,0.099100,0.038489
18,0.765511,0.247401,0.934870,0.046588,0.235003,0.289782,0.098728,0.038551
19,0.759179,0.237983,0.939010,0.043131,0.247067,0.276072,0.098658,0.037778
20,0.767191,0.214770,0.940350,0.042045,0.240965,0.248637,0.097353,0.038903
