round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.951869,0.007300,0.893959,0.017760,0.001276,0.001218,0.086367,0.037485
2,0.954373,0.003488,0.907997,0.008067,0.007107,0.003753,0.083176,0.037167
3,0.952052,0.001959,0.910676,0.009337,0.011059,0.001636,0.082774,0.037288
4,0.953063,0.004288,0.910912,0.008113,0.010648,0.002159,0.082707,0.037367
5,0.954440,0.003574,0.909801,0.007123,0.008508,0.003741,0.082148,0.037034
6,0.954288,0.003693,0.911582,0.007999,0.010217,0.002069,0.081755,0.037030
7,0.951729,0.005673,0.912845,0.010773,0.013816,0.004615,0.081841,0.037289
8,0.952525,0.003444,0.911702,0.009293,0.011847,0.000753,0.081982,0.037512
9,0.952234,0.004975,0.912247,0.009882,0.012657,0.001775,0.082212,0.037266
10,0.953966,0.002919,0.913447,0.009881,0.011899,0.001111,0.083236,0.037610
11,0.949566,0.008388,0.913805,0.008739,0.017099,0.007105,0.081686,0.037487
12,0.953021,0.004952,0.912146,0.009531,0.011469,0.002290,0.081994,0.037666
13,0.953236,0.005378,0.911862,0.007969,0.011370,0.003459,0.082429,0.037014
14,0.952550,0.005795,0.913206,0.009012,0.013031,0.003533,0.081942,0.036492
15,0.951082,0.005130,0.912125,0.010572,0.013584,0.002035,0.082249,0.037030
16,0.951283,0.004639,0.914074,0.009555,0.015268,0.001681,0.084414,0.036970
17,0.952583,0.004603,0.912791,0.008907,0.012940,0.003092,0.084231,0.038847
18,0.952799,0.004571,0.912867,0.008824,0.012697,0.002731,0.081944,0.037512
19,0.952191,0.004847,0.913701,0.008549,0.013844,0.003293,0.082548,0.038284
20,0.950806,0.005479,0.913062,0.009843,0.014811,0.002161,0.084568,0.037503
