round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.862406,0.017787,0.689171,0.054333,0.014381,0.008343,0.319451,0.002405
2,0.921883,0.005217,0.816648,0.015019,0.003270,0.001844,0.265990,0.007568
3,0.929932,0.005842,0.841188,0.020857,0.006952,0.004855,0.241853,0.013615
4,0.934085,0.003800,0.853987,0.015552,0.008948,0.004614,0.226352,0.014192
5,0.939858,0.001360,0.869652,0.006239,0.010212,0.002540,0.215047,0.011789
6,0.941274,0.002412,0.871326,0.007272,0.008979,0.002571,0.206996,0.010499
7,0.942410,0.002562,0.881831,0.004787,0.014507,0.004789,0.201191,0.010218
8,0.943394,0.001959,0.880092,0.005117,0.011584,0.001607,0.196813,0.010051
9,0.944145,0.002056,0.879960,0.006201,0.010206,0.001081,0.193322,0.009885
10,0.944938,0.001897,0.878359,0.004875,0.007710,0.002330,0.190376,0.009783
11,0.945560,0.001648,0.880616,0.003822,0.008251,0.000798,0.187759,0.009616
12,0.945630,0.001477,0.881480,0.005744,0.008745,0.002378,0.185419,0.009345
13,0.946174,0.001625,0.880982,0.005368,0.007460,0.001828,0.183467,0.009170
14,0.946843,0.001524,0.881559,0.003782,0.006727,0.001165,0.181669,0.008988
15,0.947134,0.001595,0.886574,0.003651,0.009794,0.001423,0.180076,0.008780
16,0.947377,0.001588,0.886326,0.005568,0.009201,0.002536,0.178554,0.008502
17,0.947897,0.001339,0.886444,0.006826,0.008395,0.002814,0.177205,0.008208
18,0.948310,0.001342,0.886759,0.005156,0.007912,0.001728,0.175992,0.008037
19,0.948362,0.001400,0.885575,0.005616,0.006982,0.001624,0.174944,0.007874
20,0.948708,0.001464,0.887753,0.005209,0.007939,0.001301,0.173822,0.007644
