round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.953467,0.004816,0.897407,0.008502,0.002511,0.001849,0.087140,0.038815
2,0.953875,0.004361,0.909328,0.010663,0.008408,0.001343,0.083209,0.037431
3,0.954066,0.003624,0.910221,0.008864,0.009102,0.002072,0.082713,0.037134
4,0.949876,0.001513,0.912668,0.011404,0.013412,0.001675,0.067336,0.036991
5,0.948067,0.002028,0.910862,0.014046,0.013500,0.001085,0.066545,0.037225
6,0.945815,0.002019,0.915566,0.015183,0.019061,0.004838,0.066647,0.037198
7,0.950314,0.000018,0.912262,0.010558,0.012660,0.000308,0.066710,0.036300
8,0.947848,0.001791,0.912293,0.012086,0.015242,0.003215,0.065995,0.036883
9,0.949475,0.001322,0.911672,0.011747,0.012936,0.000283,0.066297,0.037097
10,0.946084,0.004877,0.913832,0.013114,0.018731,0.007521,0.066474,0.036674
11,0.949343,0.000169,0.912675,0.011935,0.013982,0.001015,0.066752,0.036601
12,0.951211,0.000424,0.912799,0.010446,0.012398,0.000570,0.066968,0.036342
13,0.949119,0.000957,0.913566,0.011536,0.015199,0.001830,0.066465,0.037063
14,0.951790,0.003345,0.912273,0.009855,0.011232,0.003819,0.065904,0.036592
15,0.952150,0.003177,0.912452,0.010942,0.010798,0.003073,0.066596,0.036580
16,0.952146,0.001130,0.913484,0.011591,0.012124,0.002018,0.066777,0.036279
17,0.948372,0.002990,0.914558,0.012573,0.016929,0.004727,0.066744,0.036068
18,0.952679,0.003049,0.912473,0.010634,0.010683,0.003038,0.066393,0.036747
19,0.949876,0.002051,0.913507,0.013032,0.014662,0.004519,0.068478,0.034549
20,0.950897,0.002242,0.909846,0.012512,0.010212,0.000245,0.067236,0.036288
