round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.699060,0.201554,0.736739,0.188248,0.260387,0.345615,0.105243,0.024083
2,0.615566,0.216184,0.943895,0.070233,0.461627,0.330425,0.088426,0.019760
3,0.766789,0.205233,0.885816,0.075064,0.233371,0.320917,0.078896,0.017255
4,0.775187,0.147604,0.875917,0.089764,0.217461,0.250045,0.074644,0.016404
5,0.763867,0.213983,0.887799,0.076978,0.237355,0.332385,0.071437,0.015759
6,0.835015,0.115117,0.882291,0.067376,0.147629,0.204079,0.068820,0.014824
7,0.863123,0.084107,0.886603,0.059646,0.115810,0.161128,0.066316,0.014516
8,0.866259,0.078273,0.883777,0.057924,0.110383,0.153068,0.064493,0.013977
9,0.925111,0.001703,0.869386,0.027696,0.013300,0.014524,0.062844,0.013468
10,0.928058,0.002721,0.866900,0.013350,0.009440,0.009386,0.061640,0.013215
11,0.926287,0.002901,0.874180,0.027681,0.013921,0.017360,0.060450,0.012938
12,0.924391,0.012103,0.879944,0.029159,0.020830,0.023711,0.059567,0.012837
13,0.918715,0.020315,0.892051,0.028329,0.032481,0.038250,0.058549,0.012652
14,0.928727,0.008881,0.887042,0.023099,0.017527,0.017553,0.057841,0.012562
15,0.856803,0.113838,0.918007,0.046983,0.140995,0.190525,0.057153,0.012530
16,0.846099,0.092683,0.905262,0.058954,0.147745,0.169025,0.056454,0.012430
17,0.844702,0.088351,0.915057,0.051975,0.138801,0.142031,0.055918,0.012430
18,0.903971,0.015799,0.880829,0.044547,0.045884,0.037602,0.055409,0.012647
19,0.896615,0.027079,0.903769,0.024115,0.066884,0.049746,0.054958,0.012502
20,0.895518,0.016670,0.892056,0.039168,0.061944,0.044914,0.054671,0.012544
