round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.950367,0.002758,0.895845,0.008936,0.000067,0.000019,0.058145,0.027254
2,0.953782,0.001341,0.903938,0.008567,0.000263,0.000277,0.055272,0.026089
3,0.953138,0.004320,0.909976,0.012922,0.004424,0.006025,0.054304,0.025910
4,0.955408,0.002538,0.909134,0.011371,0.001597,0.002187,0.053767,0.026145
5,0.955059,0.002771,0.910668,0.011465,0.002689,0.003210,0.053628,0.025711
6,0.955684,0.003031,0.911588,0.012894,0.002531,0.003227,0.053332,0.026116
7,0.956745,0.001890,0.910565,0.010861,0.000827,0.000684,0.053419,0.026033
8,0.956784,0.002327,0.911023,0.011847,0.000992,0.001177,0.053244,0.025980
9,0.957598,0.001991,0.911295,0.010848,0.000487,0.000363,0.053646,0.026132
10,0.956723,0.002092,0.910243,0.011377,0.000665,0.000768,0.053564,0.026086
11,0.956669,0.002598,0.910568,0.011223,0.001148,0.001394,0.053854,0.026283
12,0.957018,0.001805,0.910681,0.011531,0.000410,0.000419,0.053325,0.026018
13,0.956818,0.002491,0.910401,0.012112,0.000483,0.000520,0.054332,0.026608
14,0.957149,0.001889,0.910310,0.010805,0.000313,0.000317,0.053967,0.026195
15,0.957413,0.001755,0.910961,0.010944,0.000401,0.000391,0.054021,0.026082
16,0.957605,0.001714,0.910518,0.010846,0.000291,0.000273,0.053996,0.026265
17,0.956730,0.002522,0.910190,0.011359,0.000982,0.001306,0.054934,0.026647
18,0.957848,0.002323,0.912093,0.012121,0.000587,0.000681,0.054946,0.026627
19,0.957869,0.002133,0.911481,0.011425,0.000346,0.000326,0.053837,0.026555
20,0.957477,0.002052,0.910471,0.009864,0.000259,0.000223,0.054723,0.026005
