round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.924774,0.044142,0.835705,0.043560,0.000262,0.000258,0.032435,0.029025
2,0.921726,0.048121,0.838286,0.036354,0.003265,0.004568,0.030977,0.026992
3,0.931410,0.040394,0.846082,0.042618,0.000656,0.000527,0.031995,0.025572
4,0.937340,0.030575,0.853889,0.045714,0.002024,0.002399,0.030934,0.026272
5,0.942749,0.021989,0.861435,0.054343,0.003829,0.004171,0.030262,0.026776
6,0.944277,0.021285,0.862584,0.054783,0.003310,0.004293,0.029725,0.026784
7,0.942487,0.018055,0.863512,0.055669,0.006119,0.005915,0.029594,0.026754
8,0.948418,0.016192,0.866008,0.058527,0.002572,0.003447,0.029670,0.027068
9,0.948847,0.014607,0.867004,0.059858,0.003128,0.003926,0.029538,0.027114
10,0.950056,0.011980,0.869542,0.062238,0.004599,0.004743,0.029617,0.026935
11,0.951672,0.009054,0.874014,0.065353,0.007193,0.005677,0.029536,0.026960
12,0.952262,0.010142,0.872680,0.065776,0.005550,0.003936,0.029459,0.027303
13,0.951794,0.010386,0.874355,0.066774,0.007523,0.005197,0.030010,0.026872
14,0.943353,0.025009,0.859515,0.052142,0.001238,0.001507,0.029790,0.026990
15,0.946577,0.018906,0.864936,0.056273,0.003066,0.004118,0.030726,0.026160
