round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.415661,0.000011,1.000000,0.000000,0.849919,0.041918,0.122707,0.058936
2,0.552713,0.193819,0.824437,0.248283,0.581390,0.410570,0.137271,0.031444
3,0.698657,0.201731,0.801234,0.165754,0.278950,0.374159,0.081756,0.042639
4,0.422616,0.009845,0.997109,0.004088,0.838203,0.048849,0.059111,0.040481
5,0.733825,0.225152,0.886528,0.080237,0.277063,0.375392,0.068911,0.030985
6,0.487622,0.101778,0.978464,0.030456,0.742925,0.167005,0.050444,0.007272
7,0.805647,0.043465,0.914940,0.012890,0.216209,0.057904,0.095475,0.037962
8,0.570915,0.218974,0.967888,0.045228,0.574360,0.348547,0.040221,0.005614
9,0.729280,0.218463,0.911485,0.071462,0.303737,0.354617,0.066241,0.028004
10,0.416068,0.000536,0.999988,0.000017,0.849424,0.041308,0.078280,0.033481
11,0.415661,0.000011,1.000000,0.000000,0.849919,0.041918,0.035568,0.026950
12,0.590660,0.239345,0.949300,0.071096,0.576234,0.405816,0.051573,0.037485
13,0.436199,0.029043,0.998072,0.002726,0.823375,0.073484,0.052237,0.029039
14,0.588740,0.244769,0.962863,0.052519,0.584093,0.406757,0.035454,0.013979
15,0.415661,0.000011,1.000000,0.000000,0.849919,0.041918,0.025986,0.013382
16,0.415819,0.000222,1.000000,0.000000,0.849752,0.042086,0.151074,0.098405
17,0.503018,0.123539,0.994189,0.008218,0.730934,0.200210,0.074468,0.042429
18,0.627128,0.196494,0.957567,0.048651,0.495324,0.321126,0.072470,0.003914
19,0.454574,0.026035,0.997621,0.001856,0.792166,0.001292,0.086712,0.072654
20,0.423260,0.010660,0.998611,0.001964,0.838785,0.048279,0.063885,0.047119
