round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.941151,0.017238,0.892231,0.024797,0.000409,0.000267,0.055649,0.029651
2,0.834835,0.170947,0.938469,0.044580,0.176452,0.247555,0.063060,0.016469
3,0.884805,0.076075,0.921716,0.049138,0.100716,0.142317,0.041312,0.015943
4,0.776430,0.255027,0.945132,0.040707,0.258045,0.363594,0.041968,0.024581
5,0.788638,0.224389,0.944074,0.039382,0.260713,0.357031,0.028254,0.006337
6,0.859795,0.126471,0.947944,0.039904,0.158792,0.205260,0.063394,0.023918
7,0.954142,0.004397,0.917878,0.011016,0.000513,0.000437,0.046296,0.023675
8,0.945028,0.005257,0.906376,0.024517,0.003434,0.004841,0.034281,0.015945
9,0.951794,0.006064,0.913956,0.013536,0.000646,0.000747,0.039179,0.019268
10,0.834039,0.164902,0.931756,0.038496,0.173238,0.244653,0.059444,0.023991
11,0.952854,0.003521,0.915102,0.015642,0.000145,0.000099,0.040723,0.022264
12,0.681949,0.202156,0.967314,0.046014,0.412643,0.299196,0.039667,0.011288
13,0.644278,0.228688,0.967944,0.045313,0.480541,0.357081,0.032399,0.009938
14,0.769315,0.250063,0.945877,0.043221,0.294696,0.396690,0.065124,0.030188
15,0.952532,0.004199,0.914734,0.018487,0.000223,0.000213,0.018001,0.006390
16,0.941889,0.016239,0.920790,0.005292,0.018865,0.026598,0.041929,0.006277
17,0.955667,0.002500,0.921257,0.013553,0.000603,0.000484,0.036859,0.018460
18,0.895282,0.078783,0.936878,0.039578,0.093647,0.123886,0.066904,0.034255
19,0.635203,0.227315,0.962829,0.052498,0.488741,0.359595,0.022800,0.012824
20,0.847785,0.150678,0.946449,0.038357,0.177515,0.244269,0.054445,0.040324
