round,accuracy,detection_rate,false_positive_rate
1,0.9419571241067523,0.8700148327862977,0.0066896791993129295
2,0.5227687035146565,0.982936070256691,0.8042000438166673
3,0.8670020780925298,0.6835014433530581,0.0032062451035562876
4,0.51764620096252,0.9813509764226095,0.8130974038525517
5,0.9244595136534324,0.8239143148981307,0.0042704180114564415
6,0.5207444675343614,0.9788967306304728,0.8060391300836875
7,0.9388421014254986,0.8573098633561914,0.0031475588916541133
8,0.5216194538627001,0.9816715103035379,0.8041129372050363
9,0.9363812023770461,0.8512794601203273,0.003335226737372577
10,0.531627109993073,0.9823404239668379,0.7865206549519843
11,0.9416654513635702,0.8661000873012213,0.004406965412149584
12,0.5211645034271548,0.983335731071356,0.8074951484515489
13,0.9392066790623063,0.8579056692674677,0.0031796058114246023
14,0.5202705166065114,0.9824215481788738,0.8069598443980615
15,0.9402457253272084,0.8608196850975623,0.0033059382063708098
16,0.5191403259324073,0.9818873694740614,0.8069936354079008
17,0.9383841330027709,0.8557913256373583,0.002811212693989189
18,0.4931092314423217,0.9816067841704859,0.853497070625606
19,0.9390243902439025,0.8568577585872361,0.0027753616229992547
20,0.49327354260089684,0.9829628283990326,0.8567721472559113
