round,accuracy,detection_rate,false_positive_rate,train_loss
1,0.9293728410364849,0.894116208036089,9.896160454172402e-05,0.030783971949475172
2,0.9370927021336712,0.9027667342283473,9.278247835168134e-06,0.027840948943352414
3,0.9437826407940428,0.9136072434848073,9.92472227058581e-05,0.02802891760425131
4,0.9481393038453476,0.9198234346090838,0.00011086294374846078,0.027538091945639113
5,0.9504178933073271,0.9242666295740564,0.0001730923811683577,0.027658133123055997
6,0.9492512555027934,0.9299946300357411,0.005009074121974487,0.02699041206332741
7,0.952313679739694,0.9275134546340039,0.000378414118546859,0.02708340122885993
8,0.9514660444598375,0.9256322853532737,0.0011176599870392522,0.02756237915585205
9,0.9533527165343565,0.9271844960195583,0.00021479402084252628,0.027563918587601082
10,0.9512199567979438,0.9268633137528607,0.002669359739745799,0.027977880462251952
11,0.9528058550634816,0.9254938652414979,0.00014516243160814194,0.027560431395473112
12,0.9515845311118607,0.9239177061018141,9.516198504963122e-05,0.029391532874049015
13,0.9548839286528067,0.9301956735558312,0.00018746843312775576,0.029088434742218946
14,0.9520767064356481,0.9251249042510179,0.00015453588549802145,0.029122422496199677
15,0.9508280394104832,0.9230504917664598,2.7644331396081673e-05,0.029072227499106505
16,0.9514022439549021,0.9262604343868451,0.0019858460808138308,0.029222888005930692
17,0.9496522872481019,0.9216946810367456,1.8461289615624904e-05,0.028802188530098846
18,0.9502447205082165,0.9224004272793388,1.836608356091354e-05,0.02930981362505115
19,0.9508280394104833,0.923641555525117,5.5288662792163346e-05,0.029488035577825984
20,0.9527693976320899,0.926558903588673,0.00010158469591329264,0.029762256667106884
