round,accuracy,detection_rate,false_positive_rate
1,0.9445459984046797,0.8843906725109496,0.0010280538128121396
2,0.720055760735752,0.9688716572174637,0.3659041859342683
3,0.9302347791484282,0.8238818650082489,0.00011922403836139018
4,0.7175045242930361,0.9412545117680071,0.4063064135154706
5,0.9272091240176347,0.8307467745534457,0.00036045458667253457
6,0.6707552575175605,0.9349384919385062,0.5364160138478498
7,0.9505559231228516,0.8227317273031558,0.0001730395687008422
8,0.8267009360807278,0.852025113978722,0.19257413684378322
9,0.8529652294069541,0.8185718567518137,0.00016121440018660872
10,0.7698200103388317,0.9391745097324776,0.331490786381006
11,0.949175425104674,0.8263774061176614,0.00033933747159132274
12,0.7725296578207501,0.9067836824535567,0.2954061798802208
13,0.8324067591868111,0.39525780181226244,0.0003725625929453736
14,0.8041153301655384,0.892726482819937,0.22586752153782175
15,0.8732036412365418,0.7866596623574489,0.00018185099211029656
16,0.9221624435959737,0.9029327321336899,0.058669744879599334
17,0.9115730615741888,0.8736241507768876,0.0017512036234836857
18,0.7825732199604913,0.8894230956200383,0.28397138527382304
19,0.9227658908758334,0.8099428431264717,0.0002459735421442345
20,0.8639339074237553,0.9179657730153308,0.16573733575493038
