round,accuracy,detection_rate,false_positive_rate,train_loss
1,0.41567698126965325,1.0,0.896522809096295,0.020021407603589832
2,0.6126783028756323,0.9975983225884439,0.6140426387698447,0.030429355701354393
3,0.9538349359704691,0.9008027492082022,0.000843157389250406,0.03748724945162969
4,0.9501526682768994,0.915937778118002,0.012020814919735369,0.0454221208596739
5,0.9485940846739278,0.8893795783600068,7.958400082465052e-05,0.03504044184673456
6,0.9531422321469262,0.9082770853184997,0.008050118330152062,0.06771608170542655
7,0.7446566103085266,0.987141657148117,0.36850550389282594,0.06435508835122764
8,0.9580549605796838,0.9072621746434039,0.0008145116575812516,0.03972247315264262
9,0.9571161646083034,0.9057781658275237,0.00102563741088766,0.027867472924363052
10,0.9549651369457228,0.900069486287224,8.991860125935458e-05,0.05925272918742959
11,0.9543909219341018,0.8997600376849471,3.988482947413875e-05,0.03592462549075848
12,0.9575080891400447,0.9056702219036814,0.00037153084095538293,0.03019070542853572
13,0.9578635555758103,0.9067536429957289,0.0007691604978761954,0.04023057586833763
14,0.9582554801075516,0.9076750864020569,0.0009034602642637403,0.051993125592718105
15,0.9534156678667455,0.896991113208897,3.0673853674689636e-05,0.03957814859998021
16,0.9469078977350407,0.8850798443891845,4.082279598576671e-05,0.03295974900119939
17,0.9565237205486945,0.9043604379659707,0.00027388857402041076,0.06886918201608201
18,0.9372282732534294,0.9177440767508213,0.03296218300941843,0.027113044176814823
19,0.44133436631271933,1.0,0.8626312070264162,0.007843758985748923
20,0.9580367315316958,0.9069796295107354,0.0006208439139829551,0.045582803944772675
